,Name,Age,Class/Dept,Ticket,Embarked,Job
1977,"SAGE, Master Anthony William",12,3rd Class Passenger,2343£69               11s               ,Southampton,                             
1978,"SAGE, Miss Elizabeth Ada",10,3rd Class Passenger,2343£69               11s               ,Southampton,                             
1979,"SAGE, Miss Constance Gladys",7,3rd Class Passenger,2343£69               11s               ,Southampton,                             
1980,"SAGE, Master Thomas Henry",4,3rd Class Passenger,2343£69               11s               ,Southampton,                             
1981,"SäGESSER, Mlle Emma",24,1st Class PassengerServant,17477£69               6s               ,Cherbourg,Personal Maid                             
1982,"SALANDER, Mr Karl Johan",24,3rd Class Passenger,7266£9               6s               6d,Southampton,General Labourer                             
1983,"SALKJELSVIK, Miss Anna Kristine",21,3rd Class Passenger,343120£7               13s               ,Southampton,                             
1984,"SALOMON, Mr Abraham Lincoln",43,1st Class Passenger,111163£26                             ,Cherbourg,Businessman                             
1985,"SALONEN, Mr Johan Werner",29,3rd Class Passenger,3101296£7               18s               6d,Southampton,General Labourer                             
1986,"SALUSSOLIA, Sig. Govanni",25,Restaurant Staff, ,Southampton,Glass Man                             
1987,"SAMAAN, Mr Hanna Elias",40,3rd Class Passenger,2662£21               13s               7d,Cherbourg,General Labourer                             
1988,"SAMAAN, Mr Elias",17,3rd Class Passenger,2662£21               13s               7d,Cherbourg,General Labourer                             
1989,"SAMAAN, Mr Youssef (""Joseph"")",15,3rd Class Passenger,2662£21               13s               7d,Cherbourg,General Labourer                             
1990,"SAMUEL, Mr Owen Wilmore",41,Victualling Crew, ,Southampton,Saloon Steward                             
1991,"SANDERSON, Mr Harold Arthur",,1st Class Passenger, ,Belfast,Shipowner                             
1992,"SANDSTRöM, Mrs Agnes Charlotta",24,3rd Class Passenger,9549£16               14s               ,Southampton,                             
1993,"SANDSTRöM, Miss Beatrice Irene",1,3rd Class Passenger,9549£16               14s               ,Southampton,                             
1994,"SANDSTRöM, Miss Marguerite Rut",4,3rd Class Passenger,9549£16               14s               ,Southampton,                             
1995,"SANGSTER, Mr Charles Edward",32,Engineering Crew, ,Southampton,Fireman                             
1996,"SAP, Mr Julius (""Jules _"")",21,3rd Class Passenger,345768£9               10s               ,Southampton,                             
1997,"SARTORI, Sig. Lazar",24,Restaurant Staff, ,Southampton,Assistant Glass Man                             
1998,"SAUNDERCOCK, Mr William Henry",19,3rd Class Passenger,2151£8               1s               ,Southampton,Miner                             
1999,"SAUNDERS, Mr F.",23,Engineering Crew, ,Southampton,Fireman                             
2000,"SAUNDERS, Mr Walter Edward",23,Engineering Crew, ,Southampton,Trimmer                             
2001,"SAUNDERS, Mr W.",23,Engineering Crew, ,Southampton,Fireman                             
2002,"SAUNDERS, Mr D. E.",26,Victualling Crew, ,Southampton,Saloon Steward                             
2003,"SAVAGE, Mr Charles Joseph",23,Victualling Crew, ,Southampton,Steward                             
2004,"SAWYER, Mr Frederick Charles",33,3rd Class Passenger,342826£8               1s               ,Southampton,Gardener                             
2005,"SAWYER, Mr Robert James",30,Deck Crew, ,Southampton,Window Cleaner                             
2006,"SCANLAN, Mr James",22,3rd Class Passenger,36209£7               14s               6d,Queenstown,                             
2007,"SCARROTT, Mr Joseph George",33,Deck Crew, ,Southampton,Able Seaman                             
2008,"SCAVINO, Sig. Candido",42,Restaurant Staff, ,Southampton,Carver                             
2009,"SCHABERT, Mrs Emma",35,1st Class Passenger,13236£57               15s               ,Cherbourg,                             
2010,"SCHEERLINCK, Mr Jean",29,3rd Class Passenger,345779£9               10s               ,Southampton,                             
2011,"SCHMIDT, Mr August",26,2nd Class Passenger,248659£13                             ,Southampton,                             
2012,"SCOTT, Mr Frederick William",28,Engineering Crew, ,Southampton,Greaser                             
2013,"SCOTT, Mr Archibald",40,Engineering Crew, ,Southampton,Fireman                             
2014,"SCOTT, Mr John",21,Victualling Crew, ,Southampton,Boots                             
2015,"SCOVELL, Mr Robert",54,Victualling Crew, ,Southampton,Saloon Steward (2nd class)                             
2016,"SDYCOFF, Mr Todor",42,3rd Class Passenger,349222£7               17s               11d,Southampton,                             
2017,"SEDGWICK, Mr Charles Frederick Waddington",25,2nd Class Passenger,244361£13                             ,Southampton,                             
2018,"SEDUNARY, Mr Samuel Francis",25,Victualling Crew, ,Southampton,Second third class steward                             
2019,"SELF, Mr Alfred Henry",39,Engineering Crew, ,Southampton,Greaser                             
2020,"SELF, Mr Albert Charles Edward",24,Engineering Crew, ,Southampton,Fireman                             
2021,"SEMAN, Master Betros",10,3rd Class Passenger,2622£4                             3d,Cherbourg,                             
2022,"SENIOR, Mr Harry",31,Engineering Crew, ,Southampton,Fireman                             
2023,"SERREPLAN, Miss Auguste",30,1st Class PassengerServant,113798£31                             ,Southampton,Personal Maid                             
2024,"SESIA, Sig. Giacomo",24,Restaurant Staff, ,Southampton,Waiter                             
2025,"SEWARD, Mr Frederic Kimber",34,1st Class Passenger,113794£26               11s               ,Southampton,Lawyer                             
2026,"SEWARD, Mr Wilfred Deable",25,Victualling Crew, ,Southampton,Chief Pantry Steward (2nd Class)                             
2027,"SHANNON, Mr David",30,Engineering Crew, ,Belfast,Trimmer                             
2028,"SHARP, Mr Percival",27,2nd Class Passenger,244358£26                             ,Southampton,                             
2029,"SHAUGHNESSY, Mr Patrick",24,3rd Class Passenger,370374£7               15s               ,Queenstown,Farm Labourer                             
2030,"SHAW, Mr Henry",39,Victualling Crew, ,Southampton,Kitchen Porter                             
2031,"SHAW, Mr Andrew",37,Engineering Crew, ,Belfast,Fireman                             
2032,"SHEA, Mr Thomas",32,Engineering Crew, ,Southampton,Fireman                             
2033,"SHEA, Mr John Joseph",39,Victualling Crew, ,Belfast,Saloon Steward (1st class)                             
2034,"SHEATH, Mr Frederick",20,Engineering Crew, ,Southampton,Trimmer                             
2035,"SHEDID, Mr Daher",19,3rd Class Passenger,2698£7               4s               6d,Cherbourg,                             
2036,"SHELLARD, Mr Frederick William Blainey",55,3rd Class Passenger,6212£15               2s               ,Southampton,Painter & Decorator                             
2037,"SHELLEY, Mrs Imanita Parrish",25,2nd Class Passenger,230433£26                             ,Southampton,                             
2038,"SHEPHERD, Mr Jonathan",32,Engineering Crew, ,Southampton,Junior Assistant 2nd. Engineer                             
2039,"SHIERS, Mr Alfred Charles",25,Engineering Crew, ,Southampton,Fireman                             
2040,"SHILLABEER, Mr Charles Frederick",19,Engineering Crew, ,Southampton,Trimmer                             
2041,"SHINE, Miss Ellen Natalia",20,3rd Class Passenger,330968£7               16s               7d,Queenstown,                             
2042,"SHORNEY, Mr Charles Joseph",22,3rd Class Passenger,374910£8               1s               ,Southampton,Valet                             
2043,"SHUTES, Miss Elizabeth Weed",40,1st Class PassengerServant,17582£153               9s               3d,Southampton,Governess                             
2044,"SIEBERT, Mr Sidney Conrad",29,Victualling Crew, ,Belfast,Bed Room Steward                             
2045,"SILVéN, Miss Lyyli Karoliina",17,2nd Class Passenger,250652£13                             ,Southampton,                             
2046,"SILVERTHORNE, Mr Spencer Victor",35,1st Class Passenger,17475£26               5s               9d,Southampton,                             
2047,"SILVEY, Mr William Baird",50,1st Class Passenger,13507£55               18s               ,Cherbourg,                             
2048,"SILVEY, Mrs Alice",39,1st Class Passenger,13507£55               18s               ,Cherbourg,                             
2049,"SIMMONS, Mr John",39,3rd Class Passenger,392082£8               1s               ,Southampton,General Labourer                             
2050,"SIMMONS, Mr Andrew George James",31,Victualling Crew, ,Southampton,Scullion                             
2051,"SIMMONS, Mr Frederick Charles",24,Victualling Crew, ,Southampton,Saloon Steward                             
2052,"SIMMONS, Mr William",35,Victualling Crew, ,Southampton,Passage Cook                             
2053,"SIMMS, Mr William",38,Engineering Crew, ,Belfast,Trimmer                             
2054,"SIMONIUS-BLUMER, Mr Colonel (Oberst) Alfons",56,1st Class Passenger,13213£35               10s               ,Southampton,Banker                             
2055,"SIMPSON, Dr John Edward",37,Deck Crew, ,Southampton,Assistant Surgeon                             
2056,"SINCOCK, Miss Maude",20,2nd Class Passenger,33112£36               15s               ,Southampton,                             
2057,"SINKKONEN, Miss Anna",30,2nd Class Passenger,250648£13                             ,Southampton,                             
2058,"SIRAYANIAN, Mr Orsen",22,3rd Class Passenger,2669£7               4s               7d,Cherbourg,Farmer                             
2059,"SIROTA, Mr Maurice",20,3rd Class Passenger,392092£8               1s               ,Southampton,Tailor                             
2060,"SIVIC, Mr Husein",40,3rd Class Passenger,349251£7               17s               11d,Southampton,General Labourer                             
2061,"SIVIER, Mr William",23,Victualling Crew, ,Southampton,Steward                             
2062,"SIVOLA, Mr Antti Wilhelm",21,3rd Class Passenger,3101280£7               18s               6d,Southampton,General Labourer                             
2063,"SJöBLOM, Miss Anna Sofia",18,3rd Class Passenger,3101265£6               9s               11d,Southampton,                             
2064,"SJöSTEDT, Mr Ernst Adolf",59,2nd Class Passenger,237442£13               10s               ,Southampton,                             
2065,"SKEATES, Mr William",26,Engineering Crew, ,Southampton,Trimmer                             
2066,"SKINNER, Mr Edward",33,Victualling Crew, ,Belfast,Saloon Steward                             
2067,"SKOOG, Mr Wilhelm (""William Johansson"")",40,3rd Class Passenger,347088£27               18s               ,Southampton,General Labourer                             
2068,"SKOOG, Mrs Anna Bernhardina",43,3rd Class Passenger,347088£27               18s               ,Southampton,                             
2069,"SKOOG, Master Karl Thorsten",11,3rd Class Passenger,347088£27               18s               ,Southampton,                             
2070,"SKOOG, Master Harald",5,3rd Class Passenger,347088£27               18s               ,Southampton,                             
2071,"SKOOG, Miss Mabel",9,3rd Class Passenger,347088£27               18s               ,Southampton,                             
2072,"SKOOG, Miss Margit Elizabeth",2,3rd Class Passenger,347088£27               18s               ,Southampton,                             
2073,"SLABENOFF, Mr Petco",42,3rd Class Passenger,349214£7               17s               11d,Southampton,General Labourer                             
2074,"SLAYTER, Miss Hilda Mary",30,2nd Class Passenger,234818£12               7s               ,Queenstown,                             
2075,"SLEMEN, Mr Richard James",35,2nd Class Passenger,28206£10               10s               ,Southampton,                             
2076,"SLIGHT, Mr Harry John",35,Victualling Crew, ,Southampton,Steward                             
2077,"SLIGHT, Mr William H.",37,Victualling Crew, ,Belfast,Larder Cook                             
2078,"SLOAN, Mr Peter",31,Engineering Crew, ,Belfast,Chief Electrician                             
2079,"SLOAN, Miss Mary",28,Victualling Crew, ,Southampton,Stewardess                             
2080,"SLOAN, Mr Thomas",50,Deck Crew, ,Belfast,Boatswain                             
2081,"SLOCOMBE, Mrs Maude Louise",30,Victualling Crew, ,Southampton,Turkish Bath Stewardess                             
2082,"SLOCOVSKI, Mr Selman Francis",20,3rd Class Passenger,392086£8               1s               ,Southampton,Merchant                             
2083,"SLOPER, Mr William Thompson",28,1st Class Passenger,113788£35               10s               ,Southampton,Stockbroker                             
2084,"SMALL, Mr William",40,Engineering Crew, ,Southampton,Leading Fireman                             
2085,"SMART, Mr John Montgomery",56,1st Class Passenger,113792£26               11s               ,Southampton,                             
2086,"SMILJANIC, Mr Mile",37,3rd Class Passenger,315037£8               13s               3d,Southampton,Farm Labourer                             
2087,"SMILLIE, Mr John",29,Victualling Crew, ,Belfast,Saloon Steward                             
2088,"SMITH, Mr James Clinch",56,1st Class Passenger,17764£30               13s               11d,Cherbourg,Military                             
2089,"SMITH, Mr Richard William",,1st Class Passenger,113056£26                             ,Southampton,                             
2090,"SMITH, Mr Lucian Philip",24,1st Class Passenger,13695£60                             ,Cherbourg,                             
2091,"SMITH, Mrs Mary Eloise",18,1st Class Passenger,13695£60                             ,Cherbourg,                             
2092,"SMITH, Miss Marion Elsie",39,2nd Class Passenger,31418£13                             ,Southampton,                             
2093,"SMITH, Captain Edward John",62,Deck Crew, ,Southampton,Master                             
2094,"SMITH, Mr William",26,Deck Crew, ,Southampton,Seaman                             
2095,"SMITH, Mr Emest George",26,Engineering Crew, ,Southampton,Trimmer                             
2096,"SMITH, Mr James M.",35,Engineering Crew, ,Belfast,Junior 4th. Engineer                             
2097,"SMITH, Mr Charles",38,Victualling Crew, ,Southampton,Kitchen Porter                             
2098,"SMITH, Mr Charles Edwin",38,Victualling Crew, ,Southampton,Bed Room Steward                             
2099,"SMITH, Mr F.",20,Victualling Crew, ,Belfast,Assistant Pantryman Steward                             
2100,"SMITH, Mr J.",24,Victualling Crew, ,Southampton,Baker                             
2101,"SMITH, Mr John Richard Jago",35,Victualling CrewPostal Clerk, ,Southampton,Postal Clerk                             
2102,"SMITH, Miss Katherine E.",42,Victualling Crew, ,Southampton,Stewardess                             
2103,"SMITH, Mr Robert G.",30,Victualling Crew, ,Southampton,Saloon Steward                             
2104,"SMITH, Mr Walter",44,Deck Crew, ,Belfast,Able Seaman                             
2105,"SMITH, Mr Joseph",25,Engineering Crew, ,Belfast,Trimmer                             
2106,"SMITHER, Mr Harry John",22,Engineering Crew, ,Southampton,Fireman                             
2107,"SMYTH, Mr Thomas",26,3rd Class Passenger,384461£7               15s               ,Queenstown,                             
2108,"SMYTH, Miss Julia",17,3rd Class Passenger,335432£7               14s               8d,Queenstown,                             
2109,"SMYTH, Mr John",33,Engineering Crew, ,Belfast,Fireman                             
2110,"SNAPE, Mrs Lucy Violet",22,Victualling Crew, ,Southampton,Stewardess                             
2111,"SNELLGROVE, Mr George",40,Engineering Crew, ,Southampton,Fireman                             
2112,"SNOOKS, Mr W.",26,Engineering Crew, ,Southampton,Trimmer                             
2113,"SNOW, Mr Eustace Philip",21,Engineering Crew, ,Southampton,Trimmer                             
2114,"SNYDER, Mr John Pillsbury",24,1st Class Passenger,21228£82               5s               4d,Southampton,                             
2115,"SNYDER, Mrs Nelle",23,1st Class Passenger,21228£82               5s               4d,Southampton,                             
2116,"SOBEY, Mr Samuel James Hayden",25,2nd Class Passenger,29178£13                             ,Southampton,Quarryman                             
2117,"SOMERTON, Mr Francis William",31,3rd Class Passenger,18509£8               1s               ,Southampton,                             
2118,"SPARKMAN, Mr H.",30,Engineering Crew, ,Southampton,Fireman                             
2119,"SPECTOR, Mr Woolf",23,3rd Class Passenger,3236£8               1s               ,Southampton,General Labourer                             
2120,"SPEDDEN, Mr Frederic Oakley",45,1st Class Passenger,16966£134               10s               ,Cherbourg,                             
2121,"SPEDDEN, Mrs Margaretta Corning",39,1st Class Passenger,16966£134               10s               ,Cherbourg,                             
2122,"SPEDDEN, Master Robert Douglas",6,1st Class Passenger,16966£134               10s               ,Cherbourg,                             
2123,"SPENCER, Mr William Augustus",57,1st Class Passenger,17569£146               10s               5d,Cherbourg,                             
2124,"SPENCER, Mrs Marie Eugenie",45,1st Class Passenger,17569£146               10s               5d,Cherbourg,                             
2125,"SPINNER, Mr Henry John",32,3rd Class Passenger,369943£8               1s               ,Southampton,Grocer                             
2126,"STAGG, Mr John Henry",38,Victualling Crew, ,Southampton,Saloon Steward                             
2127,"STäHELIN-MAEGLIN, Dr Max",32,1st Class Passenger,13214£30               10s               ,Southampton,Lawyer                             
2128,"STANBROOK, Mr Alfred Augustus",30,Engineering Crew, ,Southampton,Fireman                             
2129,"STANEFF, Mr Ivan",23,3rd Class Passenger,349208£7               17s               11d,Southampton,General Labourer                             
2130,"STANKOVIC, Mr Ivan",33,3rd Class Passenger,349239£8               13s               9d,Cherbourg,General Labourer                             
2131,"STANLEY, Miss Amy Zillah Elsie",24,3rd Class Passenger,2314£7               11s               ,Southampton,Servant                             
2132,"STANLEY, Mr Edward Roland",21,3rd Class Passenger,45380£8               1s               ,Southampton,Porter                             
2133,"STANTON, Mr Samuel Ward",42,2nd Class Passenger,237734£15                             11d,Cherbourg,                             
2134,"STAP, Miss Sarah Agnes",47,Victualling Crew, ,Southampton,Stewardess                             
2135,"STARKEY, Mr Henry",46,Deck Crew, ,Belfast,Able Seaman                             
2136,"STEAD, Mr William Thomas",62,1st Class Passenger,113514£26               11s               ,Southampton,Journalist                             
2137,"STEBBINGS, Mr Sydney Frederick",35,Victualling Crew, ,Belfast,Chief Boots Steward (1st Class)                             
2138,"STEEL, Mr Robert Edward",,Engineering Crew, ,Southampton,Trimmer                             
2139,"STENGEL, Mr Charles Emil Henry",54,1st Class Passenger,11778£55               8s               10d,Cherbourg,Businessman                             
2140,"STENGEL, Mrs Annie May",44,1st Class Passenger,11778£55               8s               10d,Cherbourg,                             
2141,"STEPHENSON, Mrs Martha",52,1st Class Passenger,36947£78               5s               4d,Cherbourg,                             
2142,"STEVENS, Mr G.",,1st Class PassengerCross Channel Passenger,50 ,Southampton,                             
2143,"STEVENSON, Mr John",49,Engineering Crew, ,Belfast,Fireman                             
2144,"STEVENSON, Mr James",40,Engineering Crew, ,Belfast,Fireman                             
2145,"STEVENSON, Mr Andrew",28,Engineering Crew, ,Belfast,Trimmer                             
2146,"STEWART, Mr Albert Ankeny",64,1st Class Passenger,17605£27               14s               5d,Cherbourg,Businessman                             
2147,"STEWART, Mr John",27,Victualling Crew, ,Belfast,Verandah Steward                             
2148,"STEWART, Mr John",30,Engineering Crew, ,Belfast,Trimmer                             
2149,"STEWART, Mr Matthew",25,Engineering Crew, ,Belfast,Trimmer                             
2150,"STOCKER, Mr Henry Dorey",20,Engineering Crew, ,Southampton,Trimmer                             
2151,"STOKES, Mr Philip Joseph",25,2nd Class Passenger,13540£10               10s               ,Southampton,Bricklayer                             
2152,"STONE, Mrs Martha Evelyn",62,1st Class Passenger,113572£80                             ,Southampton,                             
2153,"STONE, Mr Edmund",33,Victualling Crew, ,Southampton,1st Class Bedroom Steward                             
2154,"STONE, Mr Edward Thomas",30,Victualling Crew, ,Southampton,Bed Room Steward                             
2155,"STOREY, Mr Thomas",51,3rd Class Passenger,370160 ,Southampton,Seaman                             
2156,"STOYTCHEFF, Mr Ilia",19,3rd Class Passenger,349205£7               17s               11d,Southampton,General Labourer                             
2157,"STRANDBERG, Miss Ida Sofia",22,3rd Class Passenger,7553£9               16s               9d,Southampton,                             
2158,"STRANDéN, Mr Juho Niilosson",31,3rd Class Passenger,3101288£7               18s               6d,Southampton,                             
2159,"STRANGE, Mr Samuel",38,Engineering Crew, ,Belfast,Fireman                             
2160,"STRAUS, Mr Isidor",67,1st Class Passenger,17483£221               15s               7d,Southampton,Businessman                             
2161,"STRAUS, Mrs Rosalie Ida",63,1st Class Passenger,17483£221               15s               7d,Southampton,                             
2162,"STREET, Mr Thomas Albert",25,Engineering Crew, ,Southampton,Fireman                             
2163,"STRILIC, Mr Ivan",27,3rd Class Passenger,315083£8               13s               3d,Southampton,Farmer                             
2164,"STRöM, Mrs Elna Matilda",29,3rd Class Passenger,347054£10               9s               3d,Southampton,                             
2165,"STRöM, Miss Telma Matilda",2,3rd Class Passenger,347054£10               9s               3d,Southampton,                             
2166,"STROUD, Mr Edward Alfred Orlando",19,Victualling Crew, ,Southampton,Saloon Steward                             
2167,"STROUD, Mr Harry John",35,Victualling Crew, ,Southampton,Saloon Steward                             
2168,"STRUGNELL, Mr John Herbert",34,Victualling Crew, ,Belfast,Saloon Steward (1st class)                             
2169,"STUBBINGS, Mr Harry Robert",31,Victualling Crew, ,Belfast,2nd. Class Cook                             
2170,"STUBBS, Mr James Henry",28,Engineering Crew, ,Southampton,Fireman                             
2171,"SULLIVAN, Mr S.",25,Engineering Crew, ,Southampton,Fireman                             
2172,"SUNDERLAND, Mr Victor Francis",20,3rd Class Passenger,392089£8               1s               ,Southampton,Farmer                             
2173,"SUNDMAN, Mr Johan Julian",44,3rd Class Passenger,3101269£7               18s               6d,Southampton,                             
2174,"SUTEHALL, Mr Henry Jr",25,3rd Class Passenger,392076£7               1s               ,Southampton,Coach Trimmer                             
2175,"SUTTON, Mr Frederick",61,1st Class Passenger,36963£32               6s               5d,Southampton,Property Developer / Real Estate                             
2176,"SVENSSON, Mr Olof",24,3rd Class Passenger,350035£7               15s               11d,Southampton,Farmer                             
2177,"SVENSSON, Mr Johan",74,3rd Class Passenger,347060£7               15s               6d,Southampton,                             
2178,"SVENSSON, Mr Johan Cervin",14,3rd Class Passenger,7538£9               4s               6d,Southampton,                             
2179,"SWAN, Mr W.",46,Victualling Crew, ,Belfast,Bed Room Steward                             
2180,"SWANE, Mr George",19,2nd Class PassengerServant,248734£13                             ,Southampton,Chauffeur                             
2181,"SWARBRICK, Mr William J.",24,Engineering Crew, ,Belfast,Fireman                             
2182,"SWARBRICK, Mr Joseph",22,Engineering Crew, ,Belfast,Trimmer                             
2183,"SWEET, Mr George Frederick",14,2nd Class Passenger,220845£65                             ,Southampton,Farm Labourer                             
2184,"SWIFT, Mrs Margaret Welles",46,1st Class Passenger,17466£25               18s               7d,Southampton,                             
2185,"SYMONDS, Mr John Crane",44,Victualling Crew, ,Belfast,Saloon Steward                             
2186,"SYMONS, Mr George Thomas Macdonald",24,Deck Crew, ,Southampton,Lookout                             
2187,"SæTHER, Mr Simon Sivertsen",43,3rd Class Passenger,3101262£7               5s               ,Southampton,Miner                             
2188,"SøHOLT, Mr Peter Andreas Lauritz Andersen",19,3rd Class Passenger,348124£7               13s               ,Southampton,Carpenter / Joiner                             
2189,"TAGGART, Mr William",23,Engineering Crew, ,Belfast,Trimmer                             
2190,"TALBOT, Mr George Frederick Charles",20,Victualling Crew, ,Southampton,Steward                             
2191,"TAMLYN, Mr Frederick",23,Deck Crew, ,Southampton,Mess Steward                             
2192,"TAUSSIG, Mr Emil",52,1st Class Passenger,110413£79               13s               ,Southampton,                             
2193,"TAUSSIG, Mrs Tillie",39,1st Class Passenger,110413£79               13s               ,Southampton,                             
2194,"TAUSSIG, Miss Ruth",18,1st Class Passenger,110413£79               13s               ,Southampton,                             
2195,"TAYLOR, Mr Elmer Zebley",48,1st Class Passenger,19996£52                             ,Southampton,Manufacturer                             
2196,"TAYLOR, Mrs Juliet Cummins",49,1st Class Passenger,19996£52                             ,Southampton,                             
2197,"TAYLOR, Mr Percy Cornelius",32,2nd Class PassengerMusician,250654 ,Southampton,Musician                             
2198,"TAYLOR, Mr C.",35,Deck Crew, ,Southampton,Able Seaman                             
2199,"TAYLOR, Mr J.",42,Engineering Crew, ,Southampton,Fireman                             
2200,"TAYLOR, Mr George",24,Engineering Crew, ,Southampton,Fireman                             
2201,"TAYLOR, Mr John",50,Engineering Crew, ,Southampton,Fireman                             
2202,"TAYLOR, Mr William Henry",27,Engineering Crew, ,Southampton,Fireman                             
2203,"TAYLOR, Mr Bernard Cuthbert",22,Victualling Crew, ,Southampton,Steward                             
2204,"TAYLOR, Mr Leonard",23,Victualling Crew, ,Southampton,Turkish Bath Attendant                             
2205,"TAYLOR, Mr William John",30,Victualling Crew, ,Southampton,Saloon Steward (1st class)                             
2206,"TAYLOR, Mr George Frederick",32,Victualling Crew, ,Southampton,Stenographer                             
2207,"TENGLIN, Mr Gunnar Isidor",25,3rd Class Passenger,350033£7               15s               11d,Southampton,                             
2208,"TERRELL, Mr Bertram",20,Deck Crew, ,Southampton,Seaman                             
2209,"TERRELL, Mr Frank",27,Victualling Crew, ,Southampton,Assistant Saloon Steward                             
2210,"TESTONI, Sig. Ercole",23,Restaurant Staff, ,Southampton,Assistant Glass Man                             
2211,"TEUTON, Mr Thomas Moore",32,Victualling Crew, ,Southampton,Saloon Steward                             
2212,"THALER, Mr Montague Donald",17,Victualling Crew, ,Southampton,Steward                             
2213,"THAYER, Mr John Borland",49,1st Class Passenger,17421£110               17s               8d,Cherbourg,Businessman                             
2214,"THAYER, Mrs Marian Longstreth",39,1st Class Passenger,17421£110               17s               8d,Cherbourg,                             
2215,"THAYER, Mr John Borland jr",17,1st Class Passenger,17421£110               17s               8d,Cherbourg,Scholar                             
2216,"THEISSINGER, Mr Alfred",46,Victualling Crew, ,Southampton,Bed Room Steward                             
2217,"THEOBALD, Mr Thomas Leonard",34,3rd Class Passenger,363294£8               1s               ,Southampton,Groom                             
2218,"THOMAS, Mr Charles R'ad.",31,3rd Class Passenger,2621£6               8s               9d,Cherbourg,Dealer                             
2219,"THOMAS, Mrs Thamine ""Thelma""",16,3rd Class Passenger,2625£8               10s               4d,Cherbourg,                             
2220,"THOMAS, Mr Joseph",25,Engineering Crew, ,Southampton,Fireman                             
2221,"THOMAS, Mr Benjamin James",30,Victualling Crew, ,Belfast,Saloon Steward                             
2222,"THOMAS, Mr Albert Charles",23,Victualling Crew, ,Southampton,Saloon Steward                             
2223,"THOMAS, Mr John",25,Deck Crew, ,Belfast,Able Seaman                             
2224,"THOMAS, Mr William",49,Deck Crew, ,Belfast,Able Seaman                             
2225,"THOMAS/TANNOUS, Mr Tannous",16,3rd Class Passenger,2684£7               4s               6d,Cherbourg,Scholar                             
2226,"THOMAS/TANNOUS, Master Assad Alexander",5m,3rd Class Passenger,2625£8               10s               4d,Cherbourg,                             
2227,"THOMAS/TANNOUS, Mr John",34,3rd Class Passenger,2681£6               8s               9d,Cherbourg,Dealer                             
2228,"THOMPSON, Mr Alexander Morrison",36,3rd Class Passenger,32302£8               1s               ,Southampton,Mason                             
2229,"THOMPSON, Mr John William",35,Engineering Crew, ,Southampton,Fireman                             
2230,"THOMPSON, Mr Herbert Henry",25,Victualling Crew, ,Belfast,2nd (Assistant) Storekeeper                             
2231,"THOMPSON, Mr Joey",,1st Class PassengerH&W Guarantee Group, ,Belfast,Painter & Decorator                             
2232,"THORLEY, Mr William",39,Victualling Crew, ,Southampton,Cook                             
2233,"THORN, Mr Harry",25,Victualling Crew, ,Southampton,Assistant Ship's Cook                             
2234,"THORNE, Miss Gertrude Maybelle",38,1st Class Passenger,17585£80                             4d,Cherbourg,                             
2235,"THORNEYCROFT, Mr Percival",36,3rd Class Passenger,376564£16               2s               ,Southampton,General Labourer                             
2236,"THORNEYCROFT, Mrs Florence Kate",32,3rd Class Passenger,376564£16               2s               ,Southampton,                             
2237,"THRELFALL, Mr Thomas",44,Engineering Crew, ,Southampton,Leading Fireman                             
2238,"THRESHER, Mr George Terrill",25,Engineering Crew, ,Southampton,Fireman                             
2239,"TIETZ, Sig. Carlo/Karl",27,Restaurant Staff, ,Southampton,Kitchen Porter                             
2240,"TIKKANEN, Mr Juho",32,3rd Class Passenger,3101293£7               18s               6d,Southampton,General Labourer                             
2241,"TINSLEY, Mr Thomas",40,Engineering Crew, ,Belfast,Fireman                             
2242,"TIZARD, Mr Arthur",31,Engineering Crew, ,Southampton,Fireman                             
2243,"TOBIN, Mr Roger",20,3rd Class Passenger,383121£7               15s               ,Queenstown,Farmer                             
2244,"TODOROFF, Mr Lalio",23,3rd Class Passenger,349216£7               17s               11d,Southampton,General Labourer                             
2245,"TOMLIN, Mr Ernest Portage",22,3rd Class Passenger,364499£8               1s               ,Southampton,Scholar                             
2246,"TOMS, Mr Fred",29,Victualling Crew, ,Belfast,Saloon Steward                             
2247,"TOOMEY, Miss Ellen Mary",48,2nd Class Passenger,13531£10               10s               ,Southampton,Servant                             
2248,"TOPP, Mr Thomas Frederick",28,Victualling Crew, ,Southampton,Butcher                             
2249,"TöRBER, Mr Ernst Wilhelm",41,3rd Class Passenger,364511£8               1s               ,Southampton,Florist                             
2250,"TORFA, Mr Assad",20,3rd Class Passenger,2673£7               4s               7d,Cherbourg,Farm Labourer                             
2251,"TöRNQUIST, Mr William Henry",25,3rd Class Passenger,370160 ,Southampton,Seaman                             
2252,"TOSHACK, Mr James Adamson",30,Victualling Crew, ,Southampton,Saloon Steward                             
2253,"TOTEVSKI, Mr Hristo Danchev",25,3rd Class Passenger,349203£7               17s               11d,Southampton,General Labourer                             
2254,"TOUMA, Mrs Hanna Youssef",27,3rd Class Passenger,2650£15               4s               11d,Cherbourg,                             
2255,"TOUMA, Miss Maria Youssef (""Mary Thomas"")",9,3rd Class Passenger,2650£15               4s               11d,Cherbourg,                             
2256,"TOUMA, Master Georges Youssef (""George Thomas"")",8,3rd Class Passenger,2650£15               4s               11d,Cherbourg,                             
2257,"TOVEY, Miss ",,2nd Class PassengerCross Channel Passenger,516£2                             ,Southampton,                             
2258,"TOZER, Mr James",30,Engineering Crew, ,Southampton,Greaser                             
